code,name,pe,pb,yield,time
5560,AZ-ORB-II-N2008,0,0,0,2020-08-28 18:38:47
5561,YUZHOU-N2201B,0,0,0,2020-08-28 18:38:48
5562,LENOVO-B2401,0,0,0,2020-08-28 18:38:52
5563,CDB-N2201B,0,0,0,2020-08-28 18:38:55
5564,CSCI-FN15-B2009,0,0,0,2020-08-28 18:38:58
5565,SP-MTN-N2509,0,0,0,2020-08-28 18:39:01
5566,ICBC-N2509,0,0,0,2020-08-28 18:39:03
5567,SKYFAME-B3111B,0,0,0,2020-08-28 18:39:06
5568,CNCLN-ERG-B2511,0,0,0,2020-08-28 18:39:09
5569,KM-TRA-N2206,0,0,0,2020-08-28 18:39:12
5570,XJ-TRANS-B2206,0,0,0,2020-08-28 18:39:13
5571,ICBCILFN-N2011,0,0,0,2020-08-28 18:39:16
5572,XIANGYU-B2206,0,0,0,2020-08-28 18:39:18
5573,CDB-N2201C,0,0,0,2020-08-28 18:39:22
5574,CSCEC-FN-N2011,0,0,0,2020-08-28 18:39:25
5575,SC-RLY-B2206,0,0,0,2020-08-28 18:39:26
5576,HUARONG-F-N2011,0,0,0,2020-08-28 18:39:28
5577,HUARONG-F-N2511,0,0,0,2020-08-28 18:39:30
5578,CNLP-B2406,0,0,0,2020-08-28 18:39:31
5579,CDB-N2401B,0,0,0,2020-08-28 18:39:34
5580,SKYFAME-B2409B,0,0,0,2020-08-28 18:39:37
5581,CRCC-CA-GPS,0,0,0,2020-08-28 18:39:38
5582,NWD-(MTN)-N2211,0,0,0,2020-08-28 18:39:40
5583,BEA-UCS,0,0,0,2020-08-28 18:39:41
5584,ZZ-TRAN-B2206,0,0,0,2020-08-28 18:39:44
5585,LS-INTL-B2206,0,0,0,2020-08-28 18:39:47
5586,GZ-METRO-N2012,0,0,0,2020-08-28 18:39:49
5587,GRAM-INTL-B2011,0,0,0,2020-08-28 18:39:52
5588,CDB-N2901,0,0,0,2020-08-28 18:39:55
5589,JOHNSON-E-N2407,0,0,0,2020-08-28 18:39:59
5590,BABA-N1911B,0,0,0,2020-08-28 18:40:01
5591,BABA-N2111B,0,0,0,2020-08-28 18:40:02
5592,BABA-N2411B,0,0,0,2020-08-28 18:40:03
5593,BABA-N3411B,0,0,0,2020-08-28 18:40:05
5594,CEL-DYNAS-N2906,0,0,0,2020-08-28 18:40:08
5595,CQ-CASIN-B2204,0,0,0,2020-08-28 18:40:11
5596,ZY-SINCER-B2406,0,0,0,2020-08-28 18:40:14
5597,UNIGROUP-B2012,0,0,0,2020-08-28 18:40:16
5598,TOP-LUX-B4012,0,0,0,2020-08-28 18:40:20
5599,WANDA-OVR-B2207,0,0,0,2020-08-28 18:40:21
5600,CHINA-OVS-B2301,0,0,0,2020-08-28 18:40:22
5601,SDIS-XINH-B2101,0,0,0,2020-08-28 18:40:25
5602,SKYFAME-B3211,0,0,0,2020-08-28 18:40:28
5603,JINGRUI-N2207,0,0,0,2020-08-28 18:40:29
5604,SP-MTN-FN-N2601,0,0,0,2020-08-28 18:40:31
5606,XINGSHENG-B2207,0,0,0,2020-08-28 18:40:36
5607,KWG-GROUP-N2403,0,0,0,2020-08-28 18:40:37
5608,DL-DETA-N2207,0,0,0,2020-08-28 18:40:39
5609,AGRBK-N2207,0,0,0,2020-08-28 18:40:42
5610,CRCC-B2101,0,0,0,2020-08-28 18:40:45
5611,CITIC-LTD-N3602,0,0,0,2020-08-28 18:40:47
5612,CITIC-LTD-N4102,0,0,0,2020-08-28 18:40:50
5613,CRRC-CORP-B2102,0,0,0,2020-08-28 18:40:52
5614,OVPH-LTD-GPCS,0,0,0,2020-08-28 18:40:54
5615,BEDU-N2207,0,0,0,2020-08-28 18:40:55
5616,BOCL-N2103,0,0,0,2020-08-28 18:40:59
5617,CGWIH-IV-B2407,0,0,0,2020-08-28 18:41:00
5618,AIA-GROUP-N4603,0,0,0,2020-08-28 18:41:02
5619,CARNIVAL-B2103,0,0,0,2020-08-28 18:41:03
5620,CGWIH-IV-UGPS,0,0,0,2020-08-28 18:41:04
5621,AZORB-III-N2103,0,0,0,2020-08-28 18:41:08
5622,HONGHUA-N2208,0,0,0,2020-08-28 18:41:11
5623,SINOOCEAN-N2908,0,0,0,2020-08-28 18:41:14
5624,DEXIN-CH-N2108,0,0,0,2020-08-28 18:41:15
5625,MEILUN-N2204,0,0,0,2020-08-28 18:41:16
5626,SKYFAME-B2509,0,0,0,2020-08-28 18:41:19
5627,SINOPEC-N2408,0,0,0,2020-08-28 18:41:21
5628,SSLIFE-N2104,0,0,0,2020-08-28 18:41:24
5629,SSLIFE-N2604,0,0,0,2020-08-28 18:41:26
5630,CITIC-LTD-N3604,0,0,0,2020-08-28 18:41:29
5631,CITIC-LTD-N4604,0,0,0,2020-08-28 18:41:31
5632,SINOPEC-N2908,0,0,0,2020-08-28 18:41:33
5633,MYS-SGB-C2604,0,0,0,2020-08-28 18:41:35
5634,MYS-SGB-C4604,0,0,0,2020-08-28 18:41:37
5635,SINOPEC-N4908,0,0,0,2020-08-28 18:41:38
5636,SINOPEC-N2105,0,0,0,2020-08-28 18:41:40
5637,SINOPEC-N2605,0,0,0,2020-08-28 18:41:43
5638,SINOPEC-N4605,0,0,0,2020-08-28 18:41:44
5639,CERCGH-B2104,0,0,0,2020-08-28 18:41:47
5640,HKE-FIN-N2605,0,0,0,2020-08-28 18:41:48
5641,PROVENHNR-B2605,0,0,0,2020-08-28 18:41:49
5642,CD-ECI-B2208,0,0,0,2020-08-28 18:41:50
5643,DX-VOYAGE-B2408,0,0,0,2020-08-28 18:41:52
5644,RAILTRNST-B2105,0,0,0,2020-08-28 18:41:53
5645,DFZQ-B2208A,0,0,0,2020-08-28 18:41:56
5646,DFZQ-B2208B,0,0,0,2020-08-28 18:41:57
5647,ICBCIL-FN-N2105,0,0,0,2020-08-28 18:42:00
5648,ICBCIL-FN-N2605,0,0,0,2020-08-28 18:42:03
5649,STATEGRID-N2105,0,0,0,2020-08-28 18:42:04
5650,STATEGRID-N2605,0,0,0,2020-08-28 18:42:05
5651,STATEGRID-N2205,0,0,0,2020-08-28 18:42:08
5652,STATEGRID-N2505,0,0,0,2020-08-28 18:42:10
5654,SHK&CO-N2105,0,0,0,2020-08-28 18:42:15
5656,CCBL1CORP-N2105,0,0,0,2020-08-28 18:42:20
5657,HANHUI-B2208,0,0,0,2020-08-28 18:42:22
5658,QDJM-UDI-B2208,0,0,0,2020-08-28 18:42:23
5659,CDB-N2106A,0,0,0,2020-08-28 18:42:24
5660,CDB-N2606,0,0,0,2020-08-28 18:42:28
5661,CDB-N2106B,0,0,0,2020-08-28 18:42:29
5662,361-INT-N2106,0,0,0,2020-08-28 18:42:30
5664,HUARONG-F-N2106,0,0,0,2020-08-28 18:42:33
5665,HUARONG-F-N2606,0,0,0,2020-08-28 18:42:35
5667,MTRC(CI)-N4606,0,0,0,2020-08-28 18:42:39
5669,CSCEC-II-N2106,0,0,0,2020-08-28 18:42:43
5670,MTR-CORP-N4606,0,0,0,2020-08-28 18:42:45
5671,CITIC-LTD-N2112,0,0,0,2020-08-28 18:42:47
5672,CITIC-LTD-N2606,0,0,0,2020-08-28 18:42:49
5674,MTRC(CI)-N4606B,0,0,0,2020-08-28 18:42:53
5677,ABCL-GLRY-N2106,0,0,0,2020-08-28 18:42:58
5684,SZEW-B2107,0,0,0,2020-08-28 18:43:13
5685,LINK-FIN-N2607,0,0,0,2020-08-28 18:43:16
5686,ICBC-ASIA-NCSCS,0,0,0,2020-08-28 18:43:18
5687,RH-INT-FN-N2107,0,0,0,2020-08-28 18:43:20
5688,MINMET-FN-B2107,0,0,0,2020-08-28 18:43:22
5689,MINMET-FN-B2607,0,0,0,2020-08-28 18:43:24
5692,C-RAILWAY-N2607,0,0,0,2020-08-28 18:43:30
5693,MTR-CORP-N4607,0,0,0,2020-08-28 18:43:34
5694,CDBI-TRS-N2108,0,0,0,2020-08-28 18:43:36
5696,SS100-B2108,0,0,0,2020-08-28 18:43:41
5699,CQ-NANAN-B2608,0,0,0,2020-08-28 18:43:47
5700,FJZHNLNG-N2208,0,0,0,2020-08-28 18:43:48
5701,CR-LAND-N2402,0,0,0,2020-08-28 18:43:49
5703,AZURE-NVA-N1911,0,0,0,2020-08-28 18:43:54
5704,NUOXI-CAP-B2201,0,0,0,2020-08-28 18:43:56
5705,YANKUANG-B2201,0,0,0,2020-08-28 18:43:57
5706,CELESTIAL-GSPCS,0,0,0,2020-08-28 18:43:59
5707,TIBET-FIN-B2208,0,0,0,2020-08-28 18:44:01
5708,AIA-GROUP-N4403,0,0,0,2020-08-28 18:44:03
5709,TSR-GEN-N2110,0,0,0,2020-08-28 18:44:05
5711,SE-GLOBAL-N2110,0,0,0,2020-08-28 18:44:10
5712,SINOOCEAN-N2204,0,0,0,2020-08-28 18:44:12
5713,CISI-FIN-B2008,0,0,0,2020-08-28 18:44:13
5714,CD-ETDZ-B2209,0,0,0,2020-08-28 18:44:14
5715,IFC-DEV-N2003,0,0,0,2020-08-28 18:44:16
5716,TJLG-INV-N2208,0,0,0,2020-08-28 18:44:19
5717,JINGRUI-N2007,0,0,0,2020-08-28 18:44:22
5718,JOHNSON-E-B2104,0,0,0,2020-08-28 18:44:24
5719,YUZHOU-N2302,0,0,0,2020-08-28 18:44:27
5720,HYSAN-MTN-N2909,0,0,0,2020-08-28 18:44:30
5721,SINOPEC-N2404,0,0,0,2020-08-28 18:44:32
5722,CMOC-CAP-B2202,0,0,0,2020-08-28 18:44:33
5723,SUZHOU-CT-B2209,0,0,0,2020-08-28 18:44:34
5724,HKMC-FRN-N2201,0,0,0,2020-08-28 18:44:36
5725,SANDS-N2308B,0,0,0,2020-08-28 18:44:38
5726,HLP-FIN-N2104,0,0,0,2020-08-28 18:44:39
5727,SANDS-N2508B,0,0,0,2020-08-28 18:44:42
5728,BOCOM-LM-N2409A,0,0,0,2020-08-28 18:44:43
5729,BOCOM-LM-N2409B,0,0,0,2020-08-28 18:44:45
5730,ZZ-JLJ-GP-B2209,0,0,0,2020-08-28 18:44:47
5731,AZURE-NVA-N2111,0,0,0,2020-08-28 18:44:51
5732,LOGAN-GRP-N2406,0,0,0,2020-08-28 18:44:53
5733,SANDS-N2808B,0,0,0,2020-08-28 18:44:55
5734,SHA-PG-B2409,0,0,0,2020-08-28 18:44:58
5736,CHAMP-SIN-SPCSA,0,0,0,2020-08-28 18:45:02
5737,CHAMP-SIN-SPCSB,0,0,0,2020-08-28 18:45:04
5738,CNOOC-F14-N2404,0,0,0,2020-08-28 18:45:07
5739,CNOOC-F14-N4404,0,0,0,2020-08-28 18:45:08
5740,CLP-PHKF-PSGCS,0,0,0,2020-08-28 18:45:11
5741,SHA-PG-B2909,0,0,0,2020-08-28 18:45:14
5742,STATEGRID-N2405,0,0,0,2020-08-28 18:45:17
5743,STATEGRID-N4405,0,0,0,2020-08-28 18:45:20
5744,CHANG-DEV-B2209,0,0,0,2020-08-28 18:45:23
5745,CHALCO-CH-SGPS,0,0,0,2020-08-28 18:45:24
5746,CHINA-OVS-N2405,0,0,0,2020-08-28 18:45:28
5747,WHARFREIC-N2409,0,0,0,2020-08-28 18:45:30
5748,CINDA-FIN-N2405,0,0,0,2020-08-28 18:45:31
5749,TOWNGAS-PSGSB,0,0,0,2020-08-28 18:45:34
5750,ICBCMACAU-N2909,0,0,0,2020-08-28 18:45:36
5751,CEDSI-B2202,0,0,0,2020-08-28 18:45:38
5752,TENCENT-N2001,0,0,0,2020-08-28 18:45:42
5753,HTISEC-B2110,0,0,0,2020-08-28 18:45:44
5755,CH-AGRI-P-N2409,0,0,0,2020-08-28 18:45:47
5756,IFC-DEV-N2006A,0,0,0,2020-08-28 18:45:48
5757,IFC-DEV-N2006B,0,0,0,2020-08-28 18:45:51
5758,HKMC-FRN-N2402,0,0,0,2020-08-28 18:45:54
5760,CHINA-OVS-N3406,0,0,0,2020-08-28 18:45:58
5761,AIR-AUTH-N2902,0,0,0,2020-08-28 18:45:59
5762,ZHENROPPT-N2108,0,0,0,2020-08-28 18:46:02
5763,GHKF-N2406,0,0,0,2020-08-28 18:46:04
5764,TIMES-CHN-N2202,0,0,0,2020-08-28 18:46:06
5765,CIFI-HLDG-N2302,0,0,0,2020-08-28 18:46:07
5766,20191WST-N5008,0,0,0,2020-08-28 18:46:10
5769,GRNL-GLB-B2407,0,0,0,2020-08-28 18:46:17
5770,JX-RAIL-B2202,0,0,0,2020-08-28 18:46:20
5772,HKSTP-N2407,0,0,0,2020-08-28 18:46:26
5773,CINDA-FIN-N2202,0,0,0,2020-08-28 18:46:29
5775,CINDA-FIN-N2402,0,0,0,2020-08-28 18:46:34
5776,CITIC-PAC-N2401,0,0,0,2020-08-28 18:46:36
5780,EXIMCHINA-N2407,0,0,0,2020-08-28 18:46:46
5781,FEC-FIN-PERP,0,0,0,2020-08-28 18:46:49
5782,SINOOCEAN-N2407,0,0,0,2020-08-28 18:46:52
5783,CINDA-FIN-N2902,0,0,0,2020-08-28 18:46:54
5784,HUAIAN-TH-B1910,0,0,0,2020-08-28 18:46:57
5785,GLP-HOLD-N2402,0,0,0,2020-08-28 18:47:01
5786,CR-LAND-N2902,0,0,0,2020-08-28 18:47:03
5787,CR-LAND-N2408,0,0,0,2020-08-28 18:47:06
5793,FWDGP-LTD-CS,0,0,0,2020-08-28 18:47:16
5794,LINK-FIN-N2409,0,0,0,2020-08-28 18:47:19
5796,CHARM-LGT-N2409,0,0,0,2020-08-28 18:47:24
5798,YUZHOU-N2402,0,0,0,2020-08-28 18:47:28
5802,CCB-B2902,0,0,0,2020-08-28 18:47:37
5803,FWD-LTD-N2409,0,0,0,2020-08-28 18:47:41
5807,SHKP(CM)L-N2902,0,0,0,2020-08-28 18:47:53
5809,BOCOM-B2610,0,0,0,2020-08-28 18:47:58
5810,HKMC-FRN-N2402B,0,0,0,2020-08-28 18:48:00
5811,KWG-GROUP-N2309,0,0,0,2020-08-28 18:48:04
5813,HLAND-MTN-N2903,0,0,0,2020-08-28 18:48:09
5814,ENN-CE-N2102,0,0,0,2020-08-28 18:48:12
5815,KOREAN-RE-SCS,0,0,0,2020-08-28 18:48:15
5816,DIANJIAN-SGPS,0,0,0,2020-08-28 18:48:17
5817,ENNENERGY-B1910,0,0,0,2020-08-28 18:48:19
5818,E-HOUSE-N2102,0,0,0,2020-08-28 18:48:20
5819,CR-LAND-N2910,0,0,0,2020-08-28 18:48:23
5820,CITIC-SEC-N1910,0,0,0,2020-08-28 18:48:26
5821,SKYFAME-B2409,0,0,0,2020-08-28 18:48:29
5822,KING-PWR-N1911,0,0,0,2020-08-28 18:48:33
5823,KING-PWR-N2411,0,0,0,2020-08-28 18:48:36
5824,NWCL-N1911,0,0,0,2020-08-28 18:48:40
5826,NEXTEER-N2111,0,0,0,2020-08-28 18:48:43
5827,SDSC-INTL-B1911,0,0,0,2020-08-28 18:48:46
5828,BOCL-N2411,0,0,0,2020-08-28 18:48:47
5829,D-ROSY-N1911,0,0,0,2020-08-28 18:48:51
5830,YUZHOU-N2310,0,0,0,2020-08-28 18:48:53
5831,CNCB-INTL-N2902,0,0,0,2020-08-28 18:48:56
5832,EASTCRT-N2001,0,0,0,2020-08-28 18:48:59
5833,BEA-N2411,0,0,0,2020-08-28 18:49:02
5834,GUORUI-PT-N2202,0,0,0,2020-08-28 18:49:04
5835,WANDA-PGC-B2002,0,0,0,2020-08-28 18:49:07
5836,CNPC-GEN-N1911,0,0,0,2020-08-28 18:49:08
5837,REDSUNPPT-N2103,0,0,0,2020-08-28 18:49:12
5838,AMIPEACE-N1911,0,0,0,2020-08-28 18:49:14
5839,HC-GROUP-B1911,0,0,0,2020-08-28 18:49:15
5840,ICBCIL-FN-N2203,0,0,0,2020-08-28 18:49:18
5841,ICBCIL-FN-N2403,0,0,0,2020-08-28 18:49:20
5842,BABA-N1911,0,0,0,2020-08-28 18:49:23
5843,BABA-N2111,0,0,0,2020-08-28 18:49:26
5844,BABA-N2411,0,0,0,2020-08-28 18:49:30
5845,BABA-N3411,0,0,0,2020-08-28 18:49:33
5846,LEAD-AFFL-N2911,0,0,0,2020-08-28 18:49:36
5847,HUAYI-FNI-N1912,0,0,0,2020-08-28 18:49:39
5848,C-PLAZA-SPCS-B,0,0,0,2020-08-28 18:49:43
5849,CDBL-FND1-N1912,0,0,0,2020-08-28 18:49:46
5850,CDBL-FND1-N2412,0,0,0,2020-08-28 18:49:50
5851,ZHAOJIN-N2203,0,0,0,2020-08-28 18:49:51
5852,VKEREHK-N2406,0,0,0,2020-08-28 18:49:54
5853,GTJA-HOLD-B2203,0,0,0,2020-08-28 18:49:56
5854,CHINALCO-B1912,0,0,0,2020-08-28 18:49:58
5855,SKYFAME-B3111,0,0,0,2020-08-28 18:50:00
5856,NWD-FIN-GSPCSA,0,0,0,2020-08-28 18:50:04
5857,TUSPARK-B2103,0,0,0,2020-08-28 18:50:06
5858,HUARONG-F-N2001,0,0,0,2020-08-28 18:50:10
5859,HUARONG-F-N2501,0,0,0,2020-08-28 18:50:11
5860,SE-GLOBAL-N2001,0,0,0,2020-08-28 18:50:15
5861,AMTD-GRP-N2203,0,0,0,2020-08-28 18:50:18
5862,SHENHUA-B2001,0,0,0,2020-08-28 18:50:21
5863,SHENHUA-B2501,0,0,0,2020-08-28 18:50:23
5864,CDB-HK-N1911,0,0,0,2020-08-28 18:50:27
5865,CDB-HK-N2111,0,0,0,2020-08-28 18:50:30
5866,BS-FIN-B2001,0,0,0,2020-08-28 18:50:31
5867,HAITNG-FN-B2007,0,0,0,2020-08-28 18:50:34
5869,SINOOCEAN-N2702,0,0,0,2020-08-28 18:50:38
5870,CAR-INC-N2002,0,0,0,2020-08-28 18:50:39
5871,CCB-ASIA-N2002,0,0,0,2020-08-28 18:50:43
5872,TENCENT-N2002,0,0,0,2020-08-28 18:50:45
5873,TENCENT-N2502,0,0,0,2020-08-28 18:50:47
5874,HKINTQD-B2002,0,0,0,2020-08-28 18:50:50
5875,HKINTQD-B2502,0,0,0,2020-08-28 18:50:52
5876,AMTD-GRP-N2209,0,0,0,2020-08-28 18:50:54
5877,CDBL-FND2-N2203,0,0,0,2020-08-28 18:50:56
5878,ZHENROPPT-N2203,0,0,0,2020-08-28 18:50:57
5879,AIA-GROUP-N2503,0,0,0,2020-08-28 18:51:00
5880,CGXCIG-B2209,0,0,0,2020-08-28 18:51:01
5881,MTRC(CI)-N2611,0,0,0,2020-08-28 18:51:05
5882,PETRONAS-C2003,0,0,0,2020-08-28 18:51:06
5883,GTJA-SEC-B2203,0,0,0,2020-08-28 18:51:08
5884,ICBCIL-FN-N2003,0,0,0,2020-08-28 18:51:10
5885,PETRONAS-N2203,0,0,0,2020-08-28 18:51:13
5886,PETRONAS-N2503,0,0,0,2020-08-28 18:51:15
5887,PETRONAS-N4503,0,0,0,2020-08-28 18:51:17
5888,GRNL-GLB-N2203,0,0,0,2020-08-28 18:51:18
5889,XINHU-BVI-N2203,0,0,0,2020-08-28 18:51:21
5890,STANCHART-PSCCS,0,0,0,2020-08-28 18:51:24
5891,CITIC-LTD-N3504,0,0,0,2020-08-28 18:51:27
5892,HAITNG-FH-B2004,0,0,0,2020-08-28 18:51:29
5893,CCCI-TSR-UGPS,0,0,0,2020-08-28 18:51:31
5894,MYS-SSB-C2504,0,0,0,2020-08-28 18:51:34
5895,MYS-SSB-C4504,0,0,0,2020-08-28 18:51:35
5896,CINDA-FIN-N2004,0,0,0,2020-08-28 18:51:37
5897,CINDA-FIN-N2504,0,0,0,2020-08-28 18:51:38
5898,CQ-ENERGY-N2203,0,0,0,2020-08-28 18:51:40
5899,SINOPEC-N2204,0,0,0,2020-08-28 18:51:41
5900,CSP-FIN-N2301,0,0,0,2020-08-28 18:51:43
5901,JOY-TREA-B2403,0,0,0,2020-08-28 18:51:44
5902,BEA-N2611,0,0,0,2020-08-28 18:51:45
5903,JOY-TREA-B2903,0,0,0,2020-08-28 18:51:48
5904,C-RAILWAY-N2302,0,0,0,2020-08-28 18:51:50
5905,HKMC-FRN-N2403,0,0,0,2020-08-28 18:51:52
5906,SUN-EXP-N2203,0,0,0,2020-08-28 18:51:55
5907,XJ-FN-INV-B2203,0,0,0,2020-08-28 18:51:59
5908,CITIC-TEL-B2503,0,0,0,2020-08-28 18:52:00
5909,AZURE-ORB-N2303,0,0,0,2020-08-28 18:52:03
5910,JOYOUS-GL-N2003,0,0,0,2020-08-28 18:52:06
5911,SP-MTN-FN-N2003,0,0,0,2020-08-28 18:52:09
5912,BOCOM-N2203,0,0,0,2020-08-28 18:52:13
5913,AIA-GROUP-N2303,0,0,0,2020-08-28 18:52:16
5914,BOCOM-N2403,0,0,0,2020-08-28 18:52:18
5915,HKMC-FRN-N2103,0,0,0,2020-08-28 18:52:19
5916,POLY-RE-B2403,0,0,0,2020-08-28 18:52:21
5917,SMARTONE-N2304,0,0,0,2020-08-28 18:52:25
5918,CITIC-PAC-N2004,0,0,0,2020-08-28 18:52:28
5919,ZT-B2003,0,0,0,2020-08-28 18:52:30
5920,CHALCO-HKI-SPSC,0,0,0,2020-08-28 18:52:31
5921,CGXCIG-B1911,0,0,0,2020-08-28 18:52:33
5922,HUAYUAN-N2109,0,0,0,2020-08-28 18:52:34
5923,CNPC-GEN-N2304,0,0,0,2020-08-28 18:52:36
5924,FPC-TREAS-B2304,0,0,0,2020-08-28 18:52:38
5925,CIFI-HLDG-N2403,0,0,0,2020-08-28 18:52:41
5926,CHINA-EDU-B2403,0,0,0,2020-08-28 18:52:43
5927,BRT-GAL-B2111,0,0,0,2020-08-28 18:52:46
5928,ZHENROPPT-N2301,0,0,0,2020-08-28 18:52:48
5929,SINO-CAP-N2304,0,0,0,2020-08-28 18:52:51
5930,SINO-CAP-N4304,0,0,0,2020-08-28 18:52:54
5931,VERTEX-B2404,0,0,0,2020-08-28 18:52:56
5932,MEI-NIAN-N2104,0,0,0,2020-08-28 18:52:59
5933,MMET-LAND-B2304,0,0,0,2020-08-28 18:53:03
5934,CGWIH-III-N1910,0,0,0,2020-08-28 18:53:05
5935,SX-XXQH-B2206,0,0,0,2020-08-28 18:53:09
5936,LINK-2019-B2404,0,0,0,2020-08-28 18:53:10
5937,CN-BRIGHT-B2204,0,0,0,2020-08-28 18:53:13
5938,HKMC-N2010,0,0,0,2020-08-28 18:53:15
5939,WH-METRO-N1911,0,0,0,2020-08-28 18:53:17
5940,PBG-INV-N2104,0,0,0,2020-08-28 18:53:21
5941,CNOOC-F13-N2305,0,0,0,2020-08-28 18:53:24
5942,CNOOC-F13-N4305,0,0,0,2020-08-28 18:53:25
5943,JINGRUI-N2110,0,0,0,2020-08-28 18:53:29
5944,AIA-GROUP-N2904,0,0,0,2020-08-28 18:53:32
5945,CRCC-YX-N2305,0,0,0,2020-08-28 18:53:34
5946,HB-CONST-B2204,0,0,0,2020-08-28 18:53:35
5947,CAIYUN-II-B2204,0,0,0,2020-08-28 18:53:38
5948,CHINA-SCE-N2404,0,0,0,2020-08-28 18:53:39
5950,GE-RETAIL-N2305,0,0,0,2020-08-28 18:53:44
5951,JZBD-B2206,0,0,0,2020-08-28 18:53:47
5952,XJ-TRANS-B2204,0,0,0,2020-08-28 18:53:49
5953,JISCO-B2204,0,0,0,2020-08-28 18:53:50
5954,STATEGRID-N2305,0,0,0,2020-08-28 18:53:52
5955,STATEGRID-N4305,0,0,0,2020-08-28 18:53:55
5956,JGSU-ZGC-B1911,0,0,0,2020-08-28 18:53:59
5957,TENCENT-N2404,0,0,0,2020-08-28 18:54:02
5958,MTR-CORP-N4306,0,0,0,2020-08-28 18:54:05
5959,CDUCI-B2209,0,0,0,2020-08-28 18:54:06
5960,TENCENT-N2404B,0,0,0,2020-08-28 18:54:08
5961,TENCENT-N2604,0,0,0,2020-08-28 18:54:10
5962,TENCENT-N2904,0,0,0,2020-08-28 18:54:12
5963,TENCENT-N4904,0,0,0,2020-08-28 18:54:15
5964,REDSUNPPT-N2204,0,0,0,2020-08-28 18:54:17
5965,BOCL-N2204C,0,0,0,2020-08-28 18:54:19
5966,AVIC-IFI-B2309,0,0,0,2020-08-28 18:54:21
5967,BOCL-N2204D,0,0,0,2020-08-28 18:54:23
5968,BOCL-N2210,0,0,0,2020-08-28 18:54:24
5969,BOCL-N2104D,0,0,0,2020-08-28 18:54:25
5970,CMB-ILM-N2407,0,0,0,2020-08-28 18:54:29
5971,CMB-ILM-N2907,0,0,0,2020-08-28 18:54:30
5972,CNOOC-CF1-N2310,0,0,0,2020-08-28 18:54:33
5973,CNOOC-CF1-N2010,0,0,0,2020-08-28 18:54:35
5974,BOCL-N2404,0,0,0,2020-08-28 18:54:38
5975,SP-MTN-N2310,0,0,0,2020-08-28 18:54:41
5976,HF19-I-B2407,0,0,0,2020-08-28 18:54:43
5977,CGNPC-INT-N2407,0,0,0,2020-08-28 18:54:46
5978,YUZHOU-N2006,0,0,0,2020-08-28 18:54:49
5979,SINOPEC-N2310,0,0,0,2020-08-28 18:54:53
5980,SINOPEC-N4310,0,0,0,2020-08-28 18:54:54
5981,SINOPEC-N2010,0,0,0,2020-08-28 18:54:56
5982,BOCL-N2904,0,0,0,2020-08-28 18:55:00
5983,SWSI-B2104,0,0,0,2020-08-28 18:55:03
5984,CHINA-TP-N2310,0,0,0,2020-08-28 18:55:05
5985,XF-BVI-B2206,0,0,0,2020-08-28 18:55:07
5986,STANC-PSCCSD,0,0,0,2020-08-28 18:55:10
5987,REDSUNPPT-N2210,0,0,0,2020-08-28 18:55:11
5988,CHINA-OVS-N2310,0,0,0,2020-08-28 18:55:13
5989,CHINA-OVS-N4310,0,0,0,2020-08-28 18:55:16
5990,XIHUI-I-B2204,0,0,0,2020-08-28 18:55:19
5991,HKMC-N2104,0,0,0,2020-08-28 18:55:21
5992,SHUIFA-B2209,0,0,0,2020-08-28 18:55:23
5993,LUYE-PHA-B2407,0,0,0,2020-08-28 18:55:25
5994,PROSP-RAY-N2311,0,0,0,2020-08-28 18:55:28
5995,CGWIH-III-N2110,0,0,0,2020-08-28 18:55:32
5996,NUOXI-CAP-B2210,0,0,0,2020-08-28 18:55:34
5997,NEW-MOMEN-B2107,0,0,0,2020-08-28 18:55:37
5998,YUYAO-EDZ-B2204,0,0,0,2020-08-28 18:55:40
5999,GSHA-TOUR-B2207,0,0,0,2020-08-28 18:55:42
6000,IFC-DEV-N2904,0,0,0,2020-08-28 18:55:46
6001,TF-AQUA-B2201,0,0,0,2020-08-28 18:55:49
6002,GUOHUI-B2207,0,0,0,2020-08-28 18:55:51
6003,INT-AIM-B2004,0,0,0,2020-08-28 18:55:52
6004,PDSTA-CM-B2007,0,0,0,2020-08-28 18:55:56
6005,TY-SOIG-B2207,0,0,0,2020-08-28 18:55:59
6006,HUAIAN-TH-B2209,0,0,0,2020-08-28 18:56:02
6007,HKMC-N2004,0,0,0,2020-08-28 18:56:04
6008,ICBC(HK)-N2409,0,0,0,2020-08-28 18:56:06
6009,HUAIAN-WC-N2204,0,0,0,2020-08-28 18:56:09
6010,ICBC(HK)-N2209B,0,0,0,2020-08-28 18:56:11
6011,CTNA-INV-B2405,0,0,0,2020-08-28 18:56:13
6012,ICBC(HK)-N2109,0,0,0,2020-08-28 18:56:16
6013,ICBC(HK)-N2209A,0,0,0,2020-08-28 18:56:19
6014,CICCMTN-N2205,0,0,0,2020-08-28 18:56:21
6015,WXAT-B2409,0,0,0,2020-08-28 18:56:25
6016,CICCMTN-N2205B,0,0,0,2020-08-28 18:56:28
6017,CAR-INC-N2205,0,0,0,2020-08-28 18:56:30
6018,ZHAOBING-B2209,0,0,0,2020-08-28 18:56:32
6019,SUNNY-OPT-B2301,0,0,0,2020-08-28 18:56:34
6020,BEA-UCS-C,0,0,0,2020-08-28 18:56:35
